Subject,Hand,Trial,Reach Index,Duration (s),Accuracy (mm)
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,3,0.745,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,4,0.71,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,5,0.725,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,6,0.78,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,7,0.75,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,8,0.76,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,9,0.79,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,10,0.74,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,11,0.81,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,12,0.85,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,13,0.65,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,14,0.76,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT25.csv,15,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,0,0.765,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,1,0.64,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,2,0.7000000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,3,0.745,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,4,0.745,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,5,0.725,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,6,0.78,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,7,0.79,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,8,0.805,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,9,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,10,0.985,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,11,0.81,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,12,0.895,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,13,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,14,0.975,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT27.csv,15,0.9,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,0,0.665,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,1,0.73,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,2,0.795,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,3,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,4,0.725,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,5,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,6,0.835,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,7,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,8,0.79,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,9,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,10,0.765,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,11,0.86,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,12,0.89,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,13,0.8150000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,14,0.9500000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT29.csv,15,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,0,0.96,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,1,0.765,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,2,0.845,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,3,0.835,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,4,0.8250000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,5,0.785,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,6,0.72,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,7,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,8,0.795,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,9,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,10,0.8250000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,11,0.775,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,12,0.785,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,13,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,14,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT31.csv,15,0.8300000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,0,0.93,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,1,0.92,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,2,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,3,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,4,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,5,0.875,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,6,0.915,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,7,0.81,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,8,0.795,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,9,0.97,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,10,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,11,0.875,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,12,0.9500000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,13,0.735,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,14,0.98,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT33.csv,15,1.06,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,0,0.72,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,1,0.68,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,2,0.8250000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,3,0.885,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,4,0.9400000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,5,0.715,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,6,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,7,0.9,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,8,0.99,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,9,0.875,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,10,0.77,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,11,0.86,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,12,0.89,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,13,1.0,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,14,0.89,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT35.csv,15,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,0,0.895,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,1,1.0,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,2,0.925,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,3,0.985,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,4,1.06,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,5,1.0050000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,6,0.935,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,7,0.925,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,8,0.935,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,9,0.915,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,10,0.96,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,11,0.89,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,12,1.135,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,13,0.895,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,14,0.92,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT37.csv,15,0.985,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,0,0.845,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,1,0.785,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,2,0.855,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,3,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,4,0.935,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,5,0.735,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,6,0.795,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,7,0.805,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,8,0.905,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,9,0.8150000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,10,0.905,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,11,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,12,1.035,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,13,0.855,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,14,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT39.csv,15,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,0,0.77,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,1,0.85,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,2,0.905,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,3,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,4,0.9400000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,5,0.875,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,6,0.9450000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,7,0.86,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,8,0.915,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,9,0.77,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,10,0.895,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,11,1.085,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,12,0.865,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,13,0.915,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,14,0.835,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT41.csv,15,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,0,0.685,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,1,0.64,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,2,0.725,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,3,0.75,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,4,0.8200000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,5,0.8150000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,6,0.765,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,7,0.715,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,8,0.72,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,9,0.755,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,10,0.75,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,11,0.74,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,12,0.805,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,13,0.775,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,14,0.77,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT43.csv,15,0.8250000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,0,0.6950000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,1,0.8,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,2,0.715,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,3,0.8,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,4,0.855,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,5,0.8300000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,6,0.79,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,7,0.88,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,8,0.84,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,9,0.725,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,10,0.8,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,11,0.8250000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,12,0.87,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,13,0.795,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,14,0.76,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT45.csv,15,0.81,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,0,0.5650000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,1,0.635,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,2,0.58,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,3,0.605,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,4,0.665,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,5,0.58,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,6,0.5650000000000001,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,7,0.58,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,8,0.68,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,9,0.585,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,10,0.62,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,11,0.6,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,12,0.675,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,13,0.63,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,14,0.635,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT47.csv,15,0.685,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,0,0.685,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,1,0.63,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,2,0.59,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,3,0.6,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,4,0.64,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,5,0.59,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,6,0.6,
07/22/HW,right,/Users/yilinwu/Desktop/Yilin-Honours/Subject/Traj/2025/07/22/HW/HW_tBBT49.csv,7,0.685,
